id_x,cliente_id,data_pedido,status,valor_total,canal_venda,cupom_desconto,id_y,nome,email,cidade,estado,data_cadastro,segmento,canal_aquisicao
3430,2763,2024-09-24,entregue,1815.76,marketplace,não,2763,Natália Ribeiro,natália.ribeiro990@yahoo.com.br,Santos,SP,2023-09-23,B2C,indicação
3431,1611,2023-03-19,cancelado,800.69,marketplace,não,1611,Nelson Figueiredo,nelson.figueiredo70@outlook.com,Belo Horizonte,MG,2023-01-31,B2C,paid_search
3432,743,2024-05-20,entregue,2227.74,app,não,743,Joana Esteves,joana.esteves956@outlook.com,Aracaju,SE,2023-11-19,B2C,indicação
3433,2814,2024-02-06,cancelado,691.15,app,não,2814,Eduardo Figueiredo,eduardo.figueiredo402@outlook.com,Goiânia,GO,2023-06-04,B2C,paid_search
3434,2498,2024-04-12,entregue,2392.81,marketplace,não,2498,Ulisses Araújo,ulisses.araujo409@gmail.com,Guarulhos,SP,2024-11-29,B2C,paid_search
3435,226,2023-01-27,entregue,1903.41,marketplace,sim,226,Bruno Sousa,bruno.sousa856@hotmail.com,Belém,PA,2024-07-15,B2C,redes_sociais
3436,1029,2023-05-12,entregue,2183.77,app,não,1029,Sandra Vieira,sandra.vieira165@terra.com.br,Natal,RN,2024-12-04,B2C,redes_sociais
3437,1417,2024-06-14,devolvido,2373.12,site,não,1417,Letícia Sousa,leticia.sousa551@gmail.com,Santos,SP,2023-04-19,B2C,redes_sociais
3438,1365,2023-11-03,entregue,94.24,marketplace,não,1365,Xavier Freitas,xavier.freitas294@uol.com.br,Teresina,PI,2024-03-14,B2C,paid_search
3439,2734,2023-04-30,cancelado,2124.05,site,não,2734,Ana Souza,ana.souza498@gmail.com,Macapá,AP,2024-10-29,B2C,paid_search
3440,999,2023-07-17,devolvido,428.54,app,sim,999,Eduardo Andrade,eduardo.andrade347@hotmail.com,Campinas,SP,2024-09-01,B2C,redes_sociais
3441,914,2023-09-08,entregue,1852.19,site,não,914,Elton Carvalho,elton.carvalho55@yahoo.com.br,Campinas,SP,2023-04-26,B2C,redes_sociais
3442,363,2023-11-06,em_transito,1754.33,app,não,363,Olívia Esteves,olivia.esteves885@yahoo.com.br,Feira de Santana,BA,2023-01-13,B2C,redes_sociais
3443,2441,2023-11-19,entregue,914.67,marketplace,não,2441,Thiago Gomes,thiago.gomes414@outlook.com,Betim,MG,2024-07-27,B2C,orgânico
3444,1840,2023-08-27,cancelado,1215.82,site,não,1840,Wagner Esteves,wagner.esteves547@terra.com.br,Rio de Janeiro,RJ,2024-03-25,B2C,orgânico
3445,2972,2024-07-19,entregue,195.43,site,sim,2972,Letícia Rodrigues,leticia.rodrigues768@yahoo.com.br,Campo Grande,MS,2024-06-07,B2C,orgânico
3446,1351,2024-02-02,cancelado,13184.47,site,não,1351,Nelson Nascimento,nelson.nascimento132@yahoo.com.br,Olinda,PE,2024-03-08,B2B,indicação
3447,944,2024-03-19,devolvido,771.74,site,não,944,Juliana Carvalho,juliana.carvalho975@uol.com.br,Rio de Janeiro,RJ,2023-10-28,B2C,paid_search
3448,2374,2023-04-30,entregue,13997.49,site,sim,2374,Joana Cavalcanti,joana.cavalcanti348@gmail.com,Macapá,AP,2024-07-04,B2B,indicação
3449,1690,2023-07-17,entregue,893.25,marketplace,não,1690,Gabriel Carvalho,gabriel.carvalho859@uol.com.br,Caxias do Sul,RS,2023-06-22,B2B,orgânico
3450,1126,2024-08-17,cancelado,1536.27,app,sim,1126,Xênia Rocha,xenia.rocha9@yahoo.com.br,Teresina,PI,2024-06-24,B2C,paid_search
3451,2516,2023-09-30,entregue,554.82,app,não,2516,Beatriz Castro,beatriz.castro867@terra.com.br,Macapá,AP,2023-04-10,B2C,redes_sociais
3452,206,2024-11-10,entregue,448.63,app,não,206,Wagner Ferreira,wagner.ferreira662@uol.com.br,Guarulhos,SP,2023-02-10,B2C,redes_sociais
3453,2059,2023-05-02,entregue,75.75,site,não,2059,Yara Sousa,yara.sousa526@hotmail.com,Teresina,PI,2024-06-16,B2C,orgânico
3454,2520,2024-08-24,devolvido,13793.07,marketplace,sim,2520,Leonardo Souza,leonardo.souza751@uol.com.br,Porto Alegre,RS,2024-05-04,B2B,indicação
3455,2730,2024-11-24,entregue,2352.38,app,não,2730,Ana Correia,ana.correia130@hotmail.com,Contagem,MG,2024-05-23,B2C,orgânico
3456,1781,2023-03-04,entregue,988.97,marketplace,sim,1781,Otávio Pinto,otávio.pinto432@gmail.com,Londrina,PR,2023-10-03,B2C,redes_sociais
3457,1272,2023-02-01,entregue,14752.81,site,sim,1272,Ursula Lopes,ursula.lopes439@terra.com.br,Maceió,AL,2024-09-26,B2B,paid_search
3458,70,2023-11-23,entregue,2176.88,site,sim,70,Leonardo Lopes,leonardo.lopes468@gmail.com,Porto Alegre,RS,2024-04-20,B2C,indicação
3459,1706,2023-11-12,entregue,1846.36,app,sim,1706,Vera Neves,vera.neves132@terra.com.br,Florianópolis,SC,2024-05-15,B2C,paid_search
3460,1410,2023-12-07,entregue,1649.4,marketplace,não,1410,Natália Ribeiro,natália.ribeiro164@gmail.com,Betim,MG,2023-08-12,B2C,orgânico
3461,2800,2023-04-21,em_transito,2216.39,marketplace,não,2800,Kleber Silva,kleber.silva182@gmail.com,Diadema,SP,2023-08-07,B2C,paid_search
3462,273,2023-10-27,entregue,1058.25,site,não,273,Caio Lima,caio.lima745@yahoo.com.br,Contagem,MG,2024-02-17,B2C,redes_sociais
3463,75,2024-01-13,entregue,1597.16,marketplace,não,75,Wagner Carvalho,wagner.carvalho425@gmail.com,Joinville,SC,2023-12-05,B2C,redes_sociais
3464,2335,2023-03-18,entregue,1898.12,app,sim,2335,Yara Rocha,yara.rocha388@outlook.com,Macapá,AP,2024-11-27,B2C,paid_search
3465,2711,2024-03-02,entregue,751.21,site,não,2711,Caio Fernandes,caio.fernandes76@gmail.com,São Paulo,SP,2024-10-24,B2C,indicação
3466,802,2024-09-14,cancelado,175.29,app,não,802,Olívia Esteves,olivia.esteves251@gmail.com,Diadema,SP,2023-10-12,B2C,paid_search
3467,478,2023-12-09,cancelado,2461.63,site,não,478,Nelson Alves,nelson.alves310@yahoo.com.br,Osasco,SP,2023-05-20,B2C,redes_sociais
3468,734,2023-12-19,cancelado,13942.46,app,não,734,Letícia Oliveira,leticia.oliveira110@hotmail.com,Serra,ES,2023-07-16,B2B,redes_sociais
3469,2240,2024-07-29,em_transito,2055.79,marketplace,não,2240,Diana Duarte,diana.duarte144@terra.com.br,João Pessoa,PB,2024-02-10,B2C,orgânico
3470,1231,2024-05-22,entregue,712.4,site,não,1231,Flávia Almeida,flávia.almeida602@uol.com.br,Diadema,SP,2024-04-24,B2C,redes_sociais
3471,1460,2023-04-10,cancelado,432.57,marketplace,sim,1460,Zacarias Barbosa,zacarias.barbosa565@hotmail.com,Campinas,SP,2024-10-15,B2C,paid_search
3472,2616,2024-11-19,entregue,2281.8,app,não,2616,Joana Costa,joana.costa92@gmail.com,Joinville,SC,2023-02-26,B2C,orgânico
3473,2322,2023-11-01,entregue,1946.98,site,sim,2322,Gabriel Castro,gabriel.castro481@gmail.com,Contagem,MG,2024-02-20,B2C,indicação
3474,1640,2024-12-04,entregue,1704.92,site,não,1640,Guilherme Nascimento,guilherme.nascimento455@hotmail.com,João Pessoa,PB,2024-01-11,B2C,indicação
3475,2079,2023-12-07,entregue,2441.16,marketplace,não,2079,Daniela Rodrigues,daniela.rodrigues353@outlook.com,Salvador,BA,2024-09-26,B2C,redes_sociais
3476,1070,2023-07-13,entregue,1487.09,marketplace,sim,1070,Otávio Ribeiro,otávio.ribeiro482@gmail.com,Natal,RN,2023-06-17,B2C,redes_sociais
3477,2773,2024-08-24,entregue,2281.76,site,não,2773,Mariana Cardoso,mariana.cardoso61@uol.com.br,Fortaleza,CE,2024-07-13,B2C,redes_sociais
3478,1983,2023-07-24,cancelado,2402.58,marketplace,sim,1983,Amanda Carvalho,amanda.carvalho463@terra.com.br,João Pessoa,PB,2024-07-05,B2C,indicação
3479,878,2023-07-31,cancelado,939.51,site,não,878,Elton Lopes,elton.lopes689@terra.com.br,Santos,SP,2023-07-19,B2C,paid_search
3480,2322,2023-11-10,entregue,1739.01,marketplace,não,2322,Gabriel Castro,gabriel.castro481@gmail.com,Contagem,MG,2024-02-20,B2C,indicação
3481,2258,2023-11-07,em_transito,1815.33,app,sim,2258,Otávio Santos,otávio.santos495@outlook.com,Teresina,PI,2023-12-03,B2C,indicação
3482,1122,2023-11-02,entregue,279.41,marketplace,não,1122,Beatriz Freitas,beatriz.freitas814@uol.com.br,Contagem,MG,2023-01-31,B2C,orgânico
3483,308,2023-02-04,cancelado,712.09,site,não,308,Beatriz Cavalcanti,beatriz.cavalcanti776@outlook.com,Mogi das Cruzes,SP,2024-11-11,B2C,paid_search
3484,2692,2023-11-28,entregue,3288.4,marketplace,sim,2692,Ana Rocha,ana.rocha660@hotmail.com,Ananindeua,PA,2023-05-07,B2B,redes_sociais
3485,35,2024-08-19,entregue,438.57,app,sim,35,Juliana Martins,juliana.martins223@yahoo.com.br,Salvador,BA,2024-08-16,B2C,orgânico
3486,2344,2023-11-27,entregue,700.77,app,sim,2344,Ivan Sousa,ivan.sousa102@terra.com.br,Teresina,PI,2024-11-05,B2C,indicação
3487,2935,2024-07-31,entregue,184.78,marketplace,não,2935,Flávia Figueiredo,flávia.figueiredo356@uol.com.br,Osasco,SP,2023-09-13,B2C,orgânico
3488,2709,2023-12-08,entregue,296.44,site,não,2709,Elton Neves,elton.neves4@hotmail.com,Contagem,MG,2023-10-13,B2C,redes_sociais
3489,395,2023-11-12,em_transito,2784.48,marketplace,não,395,Igor Ribeiro,igor.ribeiro863@yahoo.com.br,Aparecida de Goiânia,GO,2024-09-26,B2B,indicação
3490,1664,2023-05-19,entregue,218.7,marketplace,sim,1664,Juliana Santos,juliana.santos622@yahoo.com.br,Contagem,MG,2023-12-10,B2C,indicação
3491,1692,2024-07-31,entregue,2294.67,app,não,1692,Mariana Cardoso,mariana.cardoso456@terra.com.br,Macapá,AP,2023-05-10,B2C,indicação
3492,316,2023-11-23,entregue,1749.11,site,sim,316,Letícia Lima,leticia.lima747@terra.com.br,Joinville,SC,2024-01-19,B2C,redes_sociais
3493,1563,2024-01-13,entregue,2267.04,marketplace,sim,1563,Amanda Alves,amanda.alves752@hotmail.com,Teresina,PI,2024-05-22,B2C,paid_search
3494,2651,2023-07-16,entregue,275.62,app,sim,2651,Vera Duarte,vera.duarte714@outlook.com,Olinda,PE,2024-07-16,B2C,redes_sociais
3495,696,2024-06-01,cancelado,681.68,site,não,696,Beatriz Costa,beatriz.costa875@hotmail.com,Rio de Janeiro,RJ,2023-05-09,B2C,indicação
3496,819,2024-08-08,entregue,1833.4,marketplace,não,819,Yasmin Souza,yasmin.souza307@uol.com.br,Betim,MG,2024-11-25,B2C,orgânico
3497,2988,2023-06-15,entregue,1106.9,marketplace,sim,2988,Vinicius Ribeiro,vinicius.ribeiro251@yahoo.com.br,Macapá,AP,2023-08-29,B2C,orgânico
3498,1826,2023-03-29,cancelado,1241.44,site,não,1826,Yasmin Neves,yasmin.neves419@uol.com.br,Aracaju,SE,2023-08-11,B2C,indicação
3499,501,2024-01-17,entregue,2394.97,marketplace,sim,501,Mariana Lopes,mariana.lopes307@outlook.com,Curitiba,PR,2024-02-09,B2C,orgânico
3500,2346,2023-03-28,entregue,800.61,app,não,2346,Rafael Lopes,rafael.lopes954@terra.com.br,Diadema,SP,2024-09-20,B2C,paid_search
3501,1508,2024-03-10,entregue,814.06,app,sim,1508,Mariana Cardoso,mariana.cardoso962@hotmail.com,Feira de Santana,BA,2023-06-27,B2C,indicação
3502,526,2023-05-25,cancelado,1214.48,app,não,526,Ursula Alves,ursula.alves66@outlook.com,Ribeirão Preto,SP,2023-10-11,B2C,indicação
3503,2191,2023-11-06,entregue,1619.57,site,não,2191,Ursula Castro,ursula.castro500@uol.com.br,Feira de Santana,BA,2024-12-05,B2C,paid_search
3504,1288,2024-10-31,entregue,110.9,marketplace,não,1288,Sérgio Duarte,sergio.duarte419@gmail.com,Belo Horizonte,MG,2023-05-08,B2C,paid_search
3505,2113,2023-09-08,entregue,2398.25,site,não,2113,Wagner Lopes,wagner.lopes773@gmail.com,Contagem,MG,2024-01-01,B2C,redes_sociais
3506,1528,2023-08-12,devolvido,723.15,site,sim,1528,Yara Rodrigues,yara.rodrigues172@outlook.com,Belo Horizonte,MG,2024-06-07,B2C,redes_sociais
3507,474,2023-11-03,devolvido,3181.25,app,sim,474,Guilherme Azevedo,guilherme.azevedo180@yahoo.com.br,Serra,ES,2023-02-08,B2B,paid_search
3508,1959,2024-11-24,em_transito,947.13,site,não,1959,Renata Dias,renata.dias300@gmail.com,Joinville,SC,2023-01-30,B2C,indicação
3509,546,2024-04-30,em_transito,343.41,site,sim,546,Helena Andrade,helena.andrade667@terra.com.br,Belo Horizonte,MG,2024-01-20,B2C,indicação
3510,1911,2024-10-28,entregue,11172.45,app,não,1911,Otávio Ferreira,otávio.ferreira660@terra.com.br,Feira de Santana,BA,2024-04-27,B2B,indicação
3511,753,2024-11-18,entregue,1956.05,marketplace,sim,753,Beatriz Pereira,beatriz.pereira766@hotmail.com,Ananindeua,PA,2023-01-12,B2C,redes_sociais
3512,64,2024-12-08,entregue,969.37,app,sim,64,Caio Duarte,caio.duarte671@uol.com.br,Osasco,SP,2024-04-21,B2C,paid_search
3513,1651,2024-08-01,entregue,2365.56,app,não,1651,Kleber Moreira,kleber.moreira764@outlook.com,Maceió,AL,2023-05-16,B2C,indicação
3514,2523,2024-05-26,cancelado,2373.56,app,não,2523,Zacarias Teixeira,zacarias.teixeira453@uol.com.br,Teresina,PI,2023-11-02,B2C,paid_search
3515,187,2023-11-05,cancelado,2433.4,app,não,187,Guilherme Esteves,guilherme.esteves425@outlook.com,Teresina,PI,2023-08-09,B2C,orgânico
3516,2866,2024-08-06,entregue,1632.9,marketplace,não,2866,Wagner Ferreira,wagner.ferreira683@outlook.com,Londrina,PR,2024-12-25,B2C,indicação
3517,2261,2023-11-10,entregue,1033.52,site,não,2261,Gabriel Azevedo,gabriel.azevedo372@uol.com.br,Joinville,SC,2024-02-14,B2C,indicação
3518,1664,2024-09-28,entregue,1705.18,marketplace,não,1664,Juliana Santos,juliana.santos622@yahoo.com.br,Contagem,MG,2023-12-10,B2C,indicação
3519,1993,2023-11-04,entregue,1331.82,site,não,1993,Ana Rocha,ana.rocha314@outlook.com,Rio de Janeiro,RJ,2024-08-04,B2C,orgânico
3520,279,2023-05-01,entregue,2259.46,app,sim,279,Vinicius Figueiredo,vinicius.figueiredo167@yahoo.com.br,Cuiabá,MT,2024-09-23,B2C,indicação
3521,808,2023-11-26,em_transito,1019.61,marketplace,sim,808,Igor Pereira,igor.pereira881@terra.com.br,Teresina,PI,2023-12-04,B2C,paid_search
3522,862,2023-07-02,devolvido,867.13,marketplace,não,862,Juliana Araújo,juliana.araujo477@yahoo.com.br,Macapá,AP,2023-03-22,B2C,orgânico
3523,1170,2024-08-17,entregue,2036.74,site,não,1170,Natália Figueiredo,natália.figueiredo981@uol.com.br,Osasco,SP,2024-11-29,B2C,indicação
3524,1419,2024-06-15,entregue,1625.95,marketplace,não,1419,Otávio Rocha,otávio.rocha209@yahoo.com.br,Santos,SP,2024-10-06,B2C,redes_sociais
3525,2039,2024-10-09,entregue,1841.25,app,não,2039,Tânia Neves,tania.neves741@hotmail.com,Macapá,AP,2023-07-30,B2C,paid_search
3526,2468,2023-10-10,em_transito,1120.65,app,não,2468,Ana Moreira,ana.moreira225@gmail.com,Londrina,PR,2023-09-01,B2C,indicação
3527,1753,2023-10-21,entregue,2495.75,app,não,1753,Zélia Andrade,zelia.andrade956@hotmail.com,São Paulo,SP,2023-07-20,B2C,paid_search
3528,2147,2023-11-03,cancelado,1239.76,marketplace,não,2147,Diana Azevedo,diana.azevedo169@terra.com.br,Belo Horizonte,MG,2023-12-18,B2C,paid_search
3529,1825,2024-08-25,entregue,750.46,app,não,1825,Gabriel Neves,gabriel.neves217@hotmail.com,Recife,PE,2024-08-07,B2C,paid_search
3530,963,2023-09-06,entregue,282.79,marketplace,não,963,Yasmin Campos,yasmin.campos296@outlook.com,Goiânia,GO,2024-03-10,B2C,redes_sociais
3531,2130,2023-11-14,entregue,2054.09,app,não,2130,Guilherme Castro,guilherme.castro612@uol.com.br,Campo Grande,MS,2024-11-14,B2C,paid_search
3532,2593,2024-11-08,entregue,9733.22,app,sim,2593,Guilherme Costa,guilherme.costa529@outlook.com,Belo Horizonte,MG,2024-07-11,B2B,orgânico
3533,2946,2023-11-29,devolvido,1588.35,app,não,2946,Zélia Neves,zelia.neves289@uol.com.br,Natal,RN,2024-06-03,B2C,paid_search
3534,110,2023-03-14,entregue,1947.27,app,sim,110,Patrícia Ribeiro,patricia.ribeiro77@uol.com.br,Goiânia,GO,2023-01-03,B2C,redes_sociais
3535,705,2024-08-24,entregue,483.09,site,não,705,Ursula Silva,ursula.silva536@gmail.com,Porto Alegre,RS,2023-12-19,B2C,orgânico
3536,1835,2023-09-22,entregue,5457.98,site,não,1835,Letícia Castro,leticia.castro944@terra.com.br,Campinas,SP,2023-11-27,B2B,orgânico
3537,1338,2023-04-18,entregue,9702.49,app,não,1338,Elton Moreira,elton.moreira648@yahoo.com.br,Aparecida de Goiânia,GO,2024-01-12,B2B,orgânico
3538,2663,2023-06-09,entregue,6847.61,marketplace,sim,2663,Mariana Teixeira,mariana.teixeira787@yahoo.com.br,Osasco,SP,2023-08-15,B2B,orgânico
3539,631,2023-11-05,entregue,752.65,site,não,631,Otávio Cunha,otávio.cunha65@hotmail.com,Natal,RN,2024-01-14,B2C,paid_search
3540,664,2023-06-10,entregue,2076.71,marketplace,não,664,Amanda Nascimento,amanda.nascimento405@terra.com.br,Cuiabá,MT,2024-08-23,B2C,orgânico
3541,2104,2023-02-18,entregue,2377.97,marketplace,não,2104,Ivan Pinto,ivan.pinto255@yahoo.com.br,Feira de Santana,BA,2024-03-09,B2C,orgânico
3542,226,2023-06-14,cancelado,875.9,site,não,226,Bruno Sousa,bruno.sousa856@hotmail.com,Belém,PA,2024-07-15,B2C,redes_sociais
3543,800,2023-03-02,cancelado,1073.51,app,sim,800,Ana Freitas,ana.freitas876@outlook.com,Serra,ES,2024-07-10,B2C,redes_sociais
3544,2328,2024-10-05,entregue,1927.09,site,sim,2328,Xavier Lima,xavier.lima998@outlook.com,Santos,SP,2024-02-26,B2C,indicação
3545,1039,2023-12-26,entregue,647.61,site,não,1039,Vera Pereira,vera.pereira559@yahoo.com.br,Londrina,PR,2024-05-01,B2C,indicação
3546,112,2024-11-24,cancelado,1437.23,site,não,112,Ulisses Almeida,ulisses.almeida807@yahoo.com.br,Santos,SP,2024-11-08,B2C,paid_search
3547,1219,2023-11-26,entregue,2365.59,app,sim,1219,Wagner Cunha,wagner.cunha275@outlook.com,Santos,SP,2024-02-15,B2C,orgânico
3548,2853,2024-04-22,entregue,959.48,app,não,2853,Vinicius Freitas,vinicius.freitas868@terra.com.br,Campinas,SP,2023-05-03,B2C,indicação
3549,2362,2023-12-12,entregue,2374.82,marketplace,não,2362,Kleber Almeida,kleber.almeida47@terra.com.br,Guarulhos,SP,2023-07-20,B2C,paid_search
3550,730,2024-05-22,em_transito,565.96,site,não,730,Ana Pinto,ana.pinto752@outlook.com,Guarulhos,SP,2023-01-20,B2C,indicação
3551,1866,2023-06-19,entregue,656.88,site,não,1866,Ana Sousa,ana.sousa616@outlook.com,Teresina,PI,2024-05-19,B2C,indicação
3552,1362,2024-08-03,entregue,753.85,site,não,1362,Flávia Duarte,flávia.duarte266@hotmail.com,São Paulo,SP,2024-12-04,B2C,paid_search
3553,337,2024-02-06,entregue,1679.17,marketplace,não,337,Carlos Correia,carlos.correia760@hotmail.com,Belém,PA,2023-01-17,B2C,redes_sociais
3554,2059,2024-06-12,entregue,187.44,site,sim,2059,Yara Sousa,yara.sousa526@hotmail.com,Teresina,PI,2024-06-16,B2C,orgânico
3555,706,2024-08-17,entregue,929.35,site,não,706,Vera Cunha,vera.cunha307@outlook.com,São Paulo,SP,2024-03-16,B2C,paid_search
3556,1907,2023-02-15,entregue,104.03,app,não,1907,Helena Cunha,helena.cunha620@terra.com.br,Aracaju,SE,2023-11-21,B2C,paid_search
3557,1082,2024-11-28,entregue,648.36,marketplace,sim,1082,Yasmin Barbosa,yasmin.barbosa618@terra.com.br,Porto Alegre,RS,2024-01-03,B2C,indicação
3558,2921,2023-04-18,entregue,1588.57,app,sim,2921,Daniela Carvalho,daniela.carvalho912@yahoo.com.br,Guarulhos,SP,2023-07-15,B2C,paid_search
3559,805,2024-08-07,cancelado,328.29,app,não,805,Letícia Costa,leticia.costa292@terra.com.br,Olinda,PE,2024-11-07,B2C,paid_search
3560,318,2024-09-19,entregue,1683.4,marketplace,sim,318,Helena Ribeiro,helena.ribeiro403@uol.com.br,Macapá,AP,2023-05-11,B2C,paid_search
3561,2502,2024-11-08,entregue,935.86,marketplace,sim,2502,Yara Fernandes,yara.fernandes187@yahoo.com.br,Macapá,AP,2024-02-07,B2C,redes_sociais
3562,183,2023-09-29,entregue,2171.18,site,sim,183,Xavier Silva,xavier.silva891@hotmail.com,Belém,PA,2024-08-02,B2C,orgânico
3563,1878,2023-02-03,cancelado,823.83,app,não,1878,Sérgio Lima,sergio.lima786@outlook.com,Teresina,PI,2023-01-20,B2C,paid_search
3564,974,2023-07-11,entregue,693.25,app,sim,974,Beatriz Nascimento,beatriz.nascimento297@gmail.com,Campo Grande,MS,2024-06-26,B2C,orgânico
3565,1628,2023-11-18,devolvido,240.02,app,não,1628,Patrícia Cunha,patricia.cunha825@gmail.com,Betim,MG,2024-09-16,B2C,orgânico
3566,1312,2023-08-29,devolvido,10262.67,site,não,1312,Xênia Moreira,xenia.moreira622@yahoo.com.br,Campinas,SP,2024-12-30,B2B,orgânico
3567,473,2023-11-16,entregue,1518.87,marketplace,sim,473,Nelson Santos,nelson.santos718@terra.com.br,Aracaju,SE,2024-08-04,B2C,paid_search
3568,2383,2023-11-20,em_transito,1914.02,app,sim,2383,Olívia Correia,olivia.correia489@uol.com.br,Campo Grande,MS,2024-05-17,B2C,orgânico
3569,582,2023-09-10,entregue,1393.34,marketplace,sim,582,Thiago Teixeira,thiago.teixeira142@hotmail.com,Joinville,SC,2024-09-08,B2C,indicação
3570,1599,2023-11-13,entregue,429.64,app,não,1599,Natália Alves,natália.alves26@outlook.com,Caxias do Sul,RS,2024-03-30,B2C,orgânico
3571,1492,2024-06-16,entregue,1475.71,site,sim,1492,Ulisses Campos,ulisses.campos534@yahoo.com.br,São Paulo,SP,2024-04-06,B2C,paid_search
3572,1158,2023-11-07,cancelado,510.43,marketplace,não,1158,Paulo Rocha,paulo.rocha28@hotmail.com,Salvador,BA,2023-11-02,B2C,indicação
3573,2604,2023-11-27,entregue,2134.19,marketplace,não,2604,Gabriel Barbosa,gabriel.barbosa642@yahoo.com.br,Santos,SP,2023-01-26,B2C,orgânico
3574,2640,2024-07-09,entregue,941.97,site,sim,2640,Xavier Esteves,xavier.esteves835@terra.com.br,Goiânia,GO,2023-07-29,B2C,orgânico
3575,203,2023-05-27,em_transito,63.4,app,sim,203,Daniela Andrade,daniela.andrade79@yahoo.com.br,Curitiba,PR,2024-09-21,B2C,redes_sociais
3576,65,2023-01-06,entregue,118.06,marketplace,não,65,Hanna Castro,hanna.castro174@terra.com.br,Curitiba,PR,2023-10-18,B2C,indicação
3577,357,2024-11-29,entregue,1196.51,site,não,357,Bruno Fernandes,bruno.fernandes503@outlook.com,São Gonçalo,RJ,2023-12-31,B2C,redes_sociais
3578,2330,2023-06-29,cancelado,1036.87,marketplace,não,2330,Ana Pereira,ana.pereira605@outlook.com,Campinas,SP,2023-09-17,B2C,paid_search
3579,1141,2023-12-02,entregue,2063.37,app,não,1141,Elton Castro,elton.castro765@gmail.com,Goiânia,GO,2024-07-26,B2C,orgânico
3580,1010,2023-09-10,cancelado,2184.22,app,não,1010,Zacarias Pereira,zacarias.pereira692@uol.com.br,Serra,ES,2024-11-06,B2C,redes_sociais
3581,1268,2023-11-16,cancelado,1302.2,site,não,1268,Gabriel Azevedo,gabriel.azevedo176@uol.com.br,Natal,RN,2023-04-08,B2C,redes_sociais
3582,1416,2023-04-18,em_transito,1058.63,marketplace,sim,1416,Paulo Vieira,paulo.vieira59@yahoo.com.br,São Paulo,SP,2023-12-31,B2C,indicação
3583,2415,2023-02-01,entregue,1817.86,marketplace,sim,2415,Vera Moreira,vera.moreira484@yahoo.com.br,Serra,ES,2023-09-28,B2C,orgânico
3584,947,2023-07-01,entregue,693.66,app,sim,947,Guilherme Duarte,guilherme.duarte714@terra.com.br,Macapá,AP,2024-07-15,B2C,indicação
3585,761,2024-09-08,entregue,1236.66,app,não,761,Caio Andrade,caio.andrade196@yahoo.com.br,Osasco,SP,2023-12-19,B2C,orgânico
3586,2912,2023-07-03,devolvido,281.71,site,sim,2912,Vera Ribeiro,vera.ribeiro882@gmail.com,Florianópolis,SC,2023-02-14,B2C,indicação
3587,599,2023-04-09,entregue,1949.97,app,sim,599,Beatriz Azevedo,beatriz.azevedo414@uol.com.br,Curitiba,PR,2023-12-24,B2C,paid_search
3588,1813,2023-04-09,entregue,2042.59,site,não,1813,Mariana Castro,mariana.castro779@hotmail.com,Londrina,PR,2023-10-09,B2C,paid_search
3589,1729,2023-11-13,cancelado,761.55,site,não,1729,Joana Cunha,joana.cunha983@yahoo.com.br,Maceió,AL,2023-11-26,B2C,redes_sociais
3590,436,2024-08-18,entregue,10962.48,app,não,436,Ivan Araújo,ivan.araujo266@terra.com.br,Goiânia,GO,2024-01-16,B2B,indicação
3591,1902,2023-06-02,entregue,782.92,marketplace,não,1902,Tânia Carvalho,tania.carvalho311@hotmail.com,Goiânia,GO,2024-03-10,B2C,paid_search
3592,2787,2023-11-03,entregue,39.43,site,sim,2787,Ursula Costa,ursula.costa48@outlook.com,São Gonçalo,RJ,2023-09-04,B2C,paid_search
3593,487,2023-03-31,entregue,2318.27,marketplace,não,487,Joana Moreira,joana.moreira849@gmail.com,Florianópolis,SC,2024-08-14,B2C,paid_search
3594,891,2024-12-12,devolvido,870.34,marketplace,não,891,Amanda Correia,amanda.correia528@gmail.com,Serra,ES,2024-05-04,B2C,orgânico
3595,1550,2024-03-06,devolvido,5650.32,marketplace,não,1550,Tânia Carvalho,tania.carvalho80@terra.com.br,Fortaleza,CE,2024-05-21,B2B,orgânico
3596,309,2024-09-03,em_transito,1048.77,app,não,309,Ulisses Esteves,ulisses.esteves539@gmail.com,Aparecida de Goiânia,GO,2024-06-24,B2C,orgânico
3597,753,2024-01-23,em_transito,1443.09,app,não,753,Beatriz Pereira,beatriz.pereira766@hotmail.com,Ananindeua,PA,2023-01-12,B2C,redes_sociais
3598,2812,2023-11-10,entregue,694.25,site,não,2812,Flávia Barbosa,flávia.barbosa886@outlook.com,Ananindeua,PA,2023-02-11,B2C,paid_search
3599,636,2023-04-17,entregue,517.9,app,não,636,Hanna Lima,hanna.lima170@outlook.com,São Gonçalo,RJ,2023-03-20,B2C,indicação
3600,1113,2023-10-07,cancelado,273.95,site,sim,1113,Rafael Dias,rafael.dias788@yahoo.com.br,Belo Horizonte,MG,2024-07-24,B2C,paid_search
3601,2645,2023-11-23,devolvido,503.74,marketplace,não,2645,Bruno Correia,bruno.correia412@outlook.com,Fortaleza,CE,2024-04-26,B2C,redes_sociais
3602,2796,2023-08-27,entregue,286.77,app,sim,2796,Wagner Alves,wagner.alves570@outlook.com,Macapá,AP,2023-02-15,B2C,indicação
3603,724,2024-01-10,entregue,713.76,marketplace,não,724,Daniela Nascimento,daniela.nascimento158@terra.com.br,Mogi das Cruzes,SP,2023-04-20,B2B,paid_search
